GeneID	Base mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj	Chromosome	Start	End	Strand	Feature	Gene name
ENSMUSG00000007480.4	10.8103325639376	1.41430153943051	0.358195873721746	3.94840265672398	7.86743948633538e-05	0.000705841964726434	chr18	68337595	68342446	+	NA	Mc5r
ENSMUSG00000005611.15	26.2573270298618	1.13533781656506	0.287690157424666	3.94639089056204	7.93380509303039e-05	0.000711185880456685	chr7	110868265	110982461	-	NA	Mrvi1
ENSMUSG00000047878.13	13.5274169993638	1.3507873169637	0.342626744277911	3.94244564828264	8.06549318392428e-05	0.000722371130430015	chr15	83226721	83251774	-	NA	A4galt
ENSMUSG00000026622.15	11.8805759801911	1.69261774760538	0.429729254123051	3.93880037573776	8.18900272759853e-05	0.000732805366034524	chr1	191821443	191833050	+	NA	Nek2
ENSMUSG00000033446.7	27.671154351594	1.12997801359314	0.286954618464828	3.93782828671093	8.22223983386892e-05	0.00073515049869902	chr14	73237894	73243294	+	NA	Lpar6
ENSMUSG00000031274.16	10.688862672297	1.36705590851932	0.347321874226388	3.93599139577444	8.28539414002307e-05	0.000739848196628106	chrX	141475384	141689234	+	NA	Col4a5
ENSMUSG00000017446.14	6.71906849220447	1.76621717908921	0.448772299923962	3.93566443247159	8.29668344882335e-05	0.000740540080944272	chr11	118428202	118449963	+	NA	C1qtnf1
ENSMUSG00000032548.14	18.2487481298439	1.39810136121895	0.35527773444462	3.93523496034588	8.31153424722344e-05	0.000741549128464948	chr9	102988711	103096002	+	NA	Slco2a1
ENSMUSG00000051235.10	19.8227345291711	1.04906831500023	0.266702107859251	3.93348340371523	8.3723622206488e-05	0.000746657616718244	chr12	11238919	11265801	-	NA	Gen1
ENSMUSG00000084964.2	22.6344326182783	1.26067411806293	0.320572236223062	3.93257423947881	8.40410125312616e-05	0.000749168667973689	chr7	128408967	128412341	-	NA	Gm15503
ENSMUSG00000097039.8	16.5091866157682	1.01837726031866	0.259251226918386	3.92814827695784	8.56024294376677e-05	0.000762113072298827	chr15	62037985	62378096	+	NA	Pvt1
ENSMUSG00000019874.11	418.746660123818	1.72991784351152	0.440613551411106	3.9261566921201	8.63139390967729e-05	0.000767228685331876	chr10	57784880	57788450	+	NA	Fabp7
ENSMUSG00000046223.10	8.93716282351661	1.41329314836217	0.360182418938507	3.92382602273394	8.71536850457193e-05	0.000773607379717677	chr7	24462483	24475968	+	NA	Plaur
ENSMUSG00000032271.13	6.85944627816984	1.65734583884598	0.422390681234625	3.92372728016074	8.71894321232996e-05	0.000773607379717677	chr9	48591876	48605153	-	NA	Nnmt
ENSMUSG00000054626.11	4.26661916873626	1.79368000868447	0.457255472302151	3.92270867673557	8.7558999353284e-05	0.000776556977724863	chrX	53777117	53797706	-	NA	Xlr
ENSMUSG00000109015.1	16.9472588803429	-1.05078170227012	0.268830799507187	-3.90871025268082	9.27901716258863e-05	0.000818785172663358	chr7	28167274	28169627	-	NA	Gm31024
ENSMUSG00000108478.1	20.175595663478	1.41428252614907	0.361972748057337	3.90715194372879	9.33904293741363e-05	0.000823387036046085	chr7	134095789	134100278	-	NA	Gm19514
ENSMUSG00000020707.6	26.7951845993452	1.19866696076945	0.306784576415559	3.90719434064957	9.33740497409813e-05	0.000823387036046085	chr11	80183850	80199757	+	NA	Rnf135
ENSMUSG00000047735.14	13.464461507214	1.2389404951886	0.317110046964923	3.90697332691462	9.34594660249944e-05	0.000823648467332789	chr6	3372256	3399572	-	NA	Samd9l
ENSMUSG00000030107.10	13.8789526343341	1.3843541677764	0.354896099491461	3.90073086111702	9.59027223909099e-05	0.000842340879194077	chr6	121245905	121270917	+	NA	Usp18
ENSMUSG00000033318.7	40.2224330561707	1.2062830220033	0.309263372295718	3.90050400423704	9.59926383200165e-05	0.000842776677240346	chr10	75831113	75837424	-	NA	Gstt2
ENSMUSG00000045362.8	2.71318463874985	1.95957982238792	0.503108834369796	3.89494218451268	9.82221551678296e-05	0.000860184225722287	chr7	143607658	143628722	-	NA	Tnfrsf26
ENSMUSG00000114019.1	116.318730295526	-1.01807642179126	0.261465041577262	-3.89373820549704	9.87111780105771e-05	0.000863382210679716	chr13	93410782	93412957	+	NA	Gm47155
ENSMUSG00000087467.1	2.46033760373622	-1.93466940177908	0.498075625776538	-3.88428845270794	0.000102630006377766	0.00089317574838877	chr2	67491043	67516525	-	NA	Gm13601
ENSMUSG00000043832.13	7.96974002674362	1.53553250057329	0.395492340539676	3.88258467528841	0.000103352009116894	0.000898337725129508	chr6	122952514	122969875	+	NA	Clec4a3
ENSMUSG00000027398.13	7.86719541221298	1.52865287706332	0.393923105251827	3.88058698939754	0.000104204665568714	0.000905372734124848	chr2	129364569	129371139	-	NA	Il1b
ENSMUSG00000041605.16	9.82397807099635	1.41808743991348	0.366043382010361	3.87409664976088	0.000107020936448581	0.000927145337178615	chr1	136213530	136234264	-	NA	Inava
ENSMUSG00000037020.16	5.19193577064801	1.71414588766766	0.442503950894969	3.8737414303325	0.000107177126780847	0.00092811397613576	chr7	30240137	30280419	-	NA	Wdr62
ENSMUSG00000037580.10	18.7257195633402	1.28193756373359	0.33107565514682	3.87203813933435	0.00010792905849621	0.000934238576296042	chr14	47153894	47189413	-	NA	Gch1
ENSMUSG00000104330.1	9.43756231883084	-1.26283268348083	0.3263315719436	-3.86978396224282	0.000108931838037677	0.000941360135901625	chr7	36695437	36696359	+	NA	Gm38285
ENSMUSG00000040809.10	2.48475845885782	1.94388960303828	0.502352989426465	3.86956909574204	0.000109027879754022	0.000941800929077182	chr3	106147553	106167564	-	NA	Chil3
ENSMUSG00000096936.1	28.1581609341422	-1.23399250612085	0.319843579156598	-3.85811248540549	0.000114266060020029	0.000984203506259828	chr5	15923754	15933406	-	NA	Gm3510
ENSMUSG00000085078.1	12.0171632646856	1.17018955280965	0.303439178995728	3.85642208986508	0.00011505874662577	0.000988588154554122	chr11	80507409	80509106	-	NA	C030013C21Rik
ENSMUSG00000023411.12	22.3307622566428	1.43198038339313	0.371455835745093	3.85504882571238	0.000115706534205711	0.000993745687820955	chr14	55823143	55833943	+	NA	Nfatc4
ENSMUSG00000097429.1	10.0424178840166	1.53455183083966	0.398341057784841	3.85235666986787	0.000116986454718775	0.00100226863069797	chr12	3343815	3357153	-	NA	Gm26520
ENSMUSG00000116097.1	4.59603888097947	1.81438388354353	0.471274429506776	3.84995189627075	0.000118141025161571	0.0010105044004924	chr15	78574410	78581616	-	NA	Gm36738
ENSMUSG00000060594.6	34.9335664566045	1.04348654154599	0.27113646535825	3.84856585102723	0.000118811360382225	0.00101540742937208	chr9	51054639	51077094	-	NA	Layn
ENSMUSG00000027750.16	10.2387914836403	1.40507229244813	0.365621290047122	3.8429717598421	0.000121553460106996	0.00103587918142526	chr3	54361108	54391037	+	NA	Postn
ENSMUSG00000009545.14	5.53728842108367	1.69808632289195	0.44275975453304	3.83523187350857	0.000125445890885838	0.00106616968176882	chr7	143106361	143427042	+	NA	Kcnq1
ENSMUSG00000060791.15	7.34417169620675	1.57074763219986	0.409848214810171	3.83251061109876	0.000126842126398806	0.00107612551293235	chr7	28437446	28448233	+	NA	Gmfg
ENSMUSG00000028159.14	39.1330531816187	1.06569416385274	0.27817756775821	3.83098526757928	0.000127631148269362	0.00108150332405071	chr3	137931006	137981545	-	NA	Dapp1
ENSMUSG00000004371.15	33.8476645999196	1.91941553149403	0.501074097694561	3.83060218104519	0.00012783003483337	0.0010827499062253	chr7	4772372	4782859	-	NA	Il11
ENSMUSG00000103200.1	4.51137352424686	-1.79625580076394	0.46904792263597	-3.8295784163573	0.000128362975797954	0.00108682385136138	chr1	160726041	160726681	-	NA	Gm37328
ENSMUSG00000005107.13	20.5564194583211	1.18457306608974	0.309358262640118	3.82913019998363	0.000128596962181741	0.00108836433432082	chr5	38349272	38503143	-	NA	Slc2a9
ENSMUSG00000035165.14	2.01543933042845	1.92015912437274	0.501612403143614	3.827973774849	0.000129202518925412	0.0010926050458096	chr7	100176501	100184869	+	NA	Kcne3
ENSMUSG00000070469.12	3.90057905255275	1.73046848403293	0.452102085062378	3.82760562538474	0.000129395861964901	0.00109335582273615	chr7	82335693	82614450	+	NA	Adamtsl3
ENSMUSG00000044328.13	20.7668390040926	1.13151712581701	0.295616209816734	3.82765588706549	0.00012936944970487	0.00109335582273615	chr11	77508098	77515980	-	NA	Trp53i13
ENSMUSG00000113877.1	2.99132065885999	1.82972199176575	0.47825982057667	3.82579073767796	0.000130352988102312	0.00110099840072038	chr12	99761350	99762254	-	NA	Gm47208
ENSMUSG00000116632.1	109.327389933667	-1.27934986826133	0.334644299281451	-3.82301408094612	0.000131830248070411	0.00111212826861497	chr16	21331901	21333356	-	NA	Magef1
ENSMUSG00000016024.9	37.6725121701576	1.75763041524024	0.460089510122099	3.82019232469308	0.000133347654218765	0.00112384115263181	chr2	158306492	158332852	+	NA	Lbp
ENSMUSG00000058773.2	4.23774345312606	1.86374697935865	0.487900340416399	3.81993375484845	0.000133487520803174	0.00112384240038518	chr13	21779882	21780625	-	NA	Hist1h1b
ENSMUSG00000085705.1	17.9119364205416	1.14181287277853	0.298995346407856	3.81883158549564	0.000134085262239109	0.00112751310382247	chr17	13675661	13683516	-	NA	Gm16046
ENSMUSG00000038408.14	6.34101875660172	1.64218002555328	0.430034235113376	3.81871928201327	0.000134146309351329	0.00112757305766251	chr13	31565491	31625792	-	NA	1700018A04Rik
ENSMUSG00000020241.13	25.8007801745438	1.32820792153757	0.348207397255189	3.81441615545053	0.000136505271331561	0.00114555968674034	chr10	76595761	76623630	-	NA	Col6a2
ENSMUSG00000074227.12	16.8705622377481	-1.27996488980311	0.3355950035178	-3.81401652702265	0.000136726318487198	0.00114695447193051	chr7	29256322	29281912	-	NA	Spint2
ENSMUSG00000106734.3	10.3916382633063	1.33344672281473	0.350229424887019	3.80735206142341	0.000140462713791357	0.00117593944496343	chr6	3333193	3346128	-	NA	Gm20559
ENSMUSG00000070034.13	3.94837908522771	1.77930939097315	0.467512341830856	3.80590891783751	0.000141284373486915	0.00118187204109274	chr1	85576898	85598817	-	NA	Sp110
ENSMUSG00000020905.11	13.334825880661	-1.18154803262623	0.310553085142144	-3.8046572040507	0.0001420007057688	0.00118644057520691	chr11	67854522	67922153	-	NA	Usp43
ENSMUSG00000112148.1	1.75524467626254	1.91417804114954	0.503365948514988	3.80275631833396	0.00014309509161596	0.00119415309296272	chr10	51490955	51496611	+	NA	Lilrb4a
ENSMUSG00000061533.16	22.7298706478436	1.19300561583398	0.313815586647426	3.80161364379372	0.000143756774374834	0.00119919641902709	chr12	90998491	91384409	-	NA	Cep128
ENSMUSG00000102850.1	3.19919879593562	1.87691568136195	0.493768865127471	3.80120297961154	0.000143995278653536	0.0012007070424567	chr9	32535250	32537177	-	NA	Gm37082
ENSMUSG00000103883.1	7.32603599325497	1.60247072716167	0.42349224055873	3.78394353825106	0.000154362856197498	0.00128102794113424	chr1	171688310	171690014	+	NA	Gm37010
ENSMUSG00000050721.9	151.244163551256	1.1764020068421	0.311254818644511	3.77954632787769	0.000157114360020888	0.00130076508753636	chr9	65552697	65580040	-	NA	Plekho2
ENSMUSG00000026471.14	17.8350580197697	1.24885293044599	0.330554245439577	3.77805745252262	0.000158056420625742	0.00130804666582752	chr1	155127276	155146814	-	NA	Mr1
ENSMUSG00000063816.3	11.6701680747474	1.22386626286483	0.32398889066422	3.77749453185182	0.000158413982024359	0.00131048718594756	chrX	46455886	46456294	-	NA	Gm4987
ENSMUSG00000064262.7	6.98234919554295	1.59646606812011	0.422639767952982	3.77736831498949	0.000158494258081824	0.00131063282691388	chr6	48647233	48660875	+	NA	Gimap8
ENSMUSG00000115381.1	10.9752735117338	1.35742898494495	0.359625198362482	3.77456582888482	0.000160286579244135	0.00132388358283278	chr15	26743231	26746137	-	NA	Gm49266
ENSMUSG00000109038.1	15.1485608775884	1.13860018704304	0.301954261537293	3.77077038504528	0.000162744365144656	0.00134047771101622	chr7	89964986	89965394	-	NA	Gm45120
ENSMUSG00000102719.1	16.8461650882317	1.32473277909877	0.35146587402135	3.76916473836177	0.000163794757988311	0.00134763908839161	chr1	58797782	58801623	+	NA	Gm37760
ENSMUSG00000102526.1	5.55700113961985	1.67191230379593	0.443860664345233	3.7667503297736	0.000165386246117293	0.00135849275925017	chr1	185329450	185331858	+	NA	Gm37785
ENSMUSG00000074151.13	4.02417905722535	1.70468908783077	0.453066427595452	3.76255883023162	0.000168183729081371	0.00137930444167793	chr8	94434355	94527272	+	NA	Nlrc5
ENSMUSG00000038543.13	26.7461773207876	1.16368799859346	0.309429578493034	3.7607522986677	0.00016940311594985	0.00138712896000753	chr3	95883953	95892005	-	NA	BC028528
ENSMUSG00000028610.16	8.44491386355146	1.53658889518423	0.408579735723336	3.76080544587926	0.000169367123805408	0.00138712896000753	chr4	107676289	107684230	-	NA	Dmrtb1
ENSMUSG00000078153.3	22.3488154630727	1.00144931627613	0.266388766884134	3.75935264834837	0.000170353575314501	0.00139436568319067	chr11	48945353	48946190	-	NA	Psme2b
ENSMUSG00000031875.7	95.4948562435568	1.17995615472142	0.313931833227534	3.7586381176776	0.000170840722829885	0.00139725930251911	chr8	104339409	104347672	+	NA	Cmtm3
ENSMUSG00000010122.14	26.0920368783958	1.15334171696177	0.307286205278126	3.75331432765709	0.000174511803841722	0.0014239427833562	chr11	61343400	61378345	-	NA	Slc47a1
ENSMUSG00000111160.1	9.37494190452372	1.38313773095795	0.368528662700149	3.75313475164706	0.000174636916587113	0.00142424719094951	chr9	64228338	64230795	+	NA	Gm48855
ENSMUSG00000105945.1	5.01314955422303	-1.59485744346447	0.425475171162151	-3.74841483489682	0.000177955743707773	0.00144752565856113	chr3	59002470	59006158	-	NA	Gm43570
ENSMUSG00000021186.9	15.7633005992708	1.05167065873218	0.280659291307958	3.74714356981048	0.000178859724528938	0.00145318314649327	chr12	101746564	101819055	-	NA	Fbln5
ENSMUSG00000115230.1	7.13949532009496	1.5829429817785	0.422626961925903	3.74548508350025	0.000180045545370682	0.00146224951081052	chr15	39962648	39967024	+	NA	AU022793
ENSMUSG00000062248.5	4.48592367447569	1.71505783451004	0.457948005005127	3.74509292706896	0.000180327016522716	0.00146396696294237	chr13	51645231	51650660	+	NA	Cks2
ENSMUSG00000109088.1	8.68461294163419	-1.35552186572204	0.36238899766289	-3.7405160599909	0.000183642811019227	0.00148835843717522	chrX	110634585	110812324	-	NA	Gm44593
ENSMUSG00000019988.7	14.0606667504817	1.22601093683028	0.327797432542854	3.74014807657164	0.000183911877876808	0.00148902404260073	chr10	92684745	92722420	-	NA	Nedd1
ENSMUSG00000020689.4	26.241594265497	1.28651696673994	0.344129059044819	3.73847233450979	0.000185141861835871	0.00149840238257491	chr11	104607999	104670476	+	NA	Itgb3
ENSMUSG00000049988.5	2.34658539492296	1.8516797891491	0.496200002519647	3.73172063632907	0.000190176339113179	0.00153380554565134	chr8	70616154	70621483	+	NA	Lrrc25
ENSMUSG00000100975.2	28.1874744562316	1.11569133989292	0.299006713930247	3.73132537804214	0.000190475018727849	0.0015356222307847	chr12	104925500	104926689	-	NA	Gm28875
ENSMUSG00000034968.3	2.85064923982492	1.82466433871928	0.489548285406095	3.72724079138725	0.00019358749075124	0.00155831223790635	chr6	83086366	83088243	+	NA	Lbx2
ENSMUSG00000030206.13	3.91402921350141	1.81268667269681	0.486326824035584	3.72730144238183	0.000193540926878704	0.00155831223790635	chr6	135237325	135254351	-	NA	Gsg1
ENSMUSG00000045838.8	30.5325466412491	1.15600885714143	0.31033959719304	3.72498020748012	0.000195330547089444	0.0015711337428006	chr2	118754157	118762661	-	NA	Ccdc9b
ENSMUSG00000019866.15	8.58796536172999	1.5606044350108	0.41900240418739	3.72457155236955	0.000195647216350258	0.00157307583065473	chr10	43950635	44148853	-	NA	Crybg1
ENSMUSG00000026564.9	3.18968134801095	1.842403825555	0.49483413916566	3.72327549724332	0.000196654731196379	0.00158056894446959	chr1	166098147	166127922	-	NA	Dusp27
ENSMUSG00000090019.5	17.3869618367564	1.48094174527735	0.397914857321263	3.72175534044381	0.000197842668125604	0.00158950584652737	chr6	48739053	48743795	+	NA	Gimap1
ENSMUSG00000067916.9	11.8194684750191	1.34818007926862	0.363020719744024	3.71378272903889	0.000204184113245568	0.00163480182247494	chr4	147132037	147180579	+	NA	Zfp991
ENSMUSG00000015027.11	28.7903100023037	1.34280896381833	0.36234066267627	3.70592953575858	0.00021061685403628	0.00168179849883953	chr8	122578241	122611463	-	NA	Galns
ENSMUSG00000024401.14	1.77033964232287	1.86136662959477	0.502597501991738	3.70349359520964	0.000212650552675685	0.00169480221345526	chr17	35199380	35202007	-	NA	Tnf
ENSMUSG00000097194.2	3.48404397838278	1.77908453665954	0.480738265920154	3.70073418901717	0.000214976575417352	0.00171138375397909	chr8	94422897	94435103	-	NA	9330175E14Rik
ENSMUSG00000032085.5	3.65784369394751	1.71643900037902	0.463800011054024	3.70081707518348	0.000214906360417134	0.00171138375397909	chr9	45929618	45936058	-	NA	Tagln
ENSMUSG00000029371.7	6.34279186394077	1.63428192306138	0.441795338092544	3.6991832691522	0.000216294378627978	0.00171925668576469	chr5	90759359	90761624	+	NA	Cxcl5
ENSMUSG00000031273.16	8.16313392289138	1.32530458489562	0.358279417361029	3.69908099844917	0.000216381543195209	0.00171929605351117	chrX	141165402	141474076	-	NA	Col4a6
ENSMUSG00000040310.12	13.3754879697642	1.61440171893735	0.437992847067431	3.68590886756835	0.000227887894256715	0.00180114116877955	chr2	93642383	93681339	+	NA	Alx4
ENSMUSG00000058427.10	2.28613731140837	1.84518551427828	0.500957515147795	3.68331736421581	0.000230218244769594	0.00181681288787416	chr5	90903870	90905938	+	NA	Cxcl2
ENSMUSG00000078648.3	5.10020383510691	1.5699205195897	0.426512985009573	3.68082701996626	0.000232478686638106	0.00183326801420162	chr15	95824457	95830072	-	NA	Gm17546
ENSMUSG00000063851.12	1.84394440665624	1.84716132502676	0.501938001684098	3.6800587300208	0.000233180243218015	0.00183741462939652	chr4	62427539	62435252	-	NA	Rnf183
ENSMUSG00000035365.15	3.92501378521973	1.73607964242152	0.472677521509934	3.67286270960324	0.000239848359295365	0.00188357068642282	chr10	88091431	88146941	-	NA	Parpbp
ENSMUSG00000017969.13	12.9531555302807	1.45683980359261	0.396944589462662	3.67013392364085	0.000242423423999841	0.00190165081249388	chr2	167191804	167240604	-	NA	Ptgis
ENSMUSG00000000386.16	3.44651946923157	1.7636743715688	0.480863432302864	3.66772404198532	0.000244719093774871	0.00191750108958931	chr16	97447034	97462907	-	NA	Mx1
ENSMUSG00000084416.3	44.4487782263673	1.01593388205903	0.277062213315685	3.66680778984998	0.000245597260349782	0.00192281424765577	chr1	64993950	64994604	-	NA	Rpl10a-ps1
ENSMUSG00000033581.17	19.3822426634854	1.12036687838688	0.306416839383029	3.6563489155581	0.00025583307992063	0.00199412493491619	chr16	22059008	22163299	-	NA	Igf2bp2
ENSMUSG00000078439.9	5.83864426834187	1.57270581991493	0.430743263785886	3.65114431759679	0.000261074477383801	0.00203043902771567	chr10	81393050	81395392	+	NA	Smim24
ENSMUSG00000025076.11	15.7899974473061	1.26823636336922	0.347389650473497	3.65076035408825	0.000261465116845208	0.00203234346139825	chr19	56397128	56442344	+	NA	Casp7
ENSMUSG00000042102.7	26.7018250127243	-1.03183064640501	0.282749077007026	-3.64928033480149	0.000262976002360437	0.00203991733581744	chr13	93674432	93752833	+	NA	Dmgdh
ENSMUSG00000032815.16	8.2255022653972	1.51045618659668	0.414472710080948	3.6442838089429	0.000268137412488297	0.00207456814922966	chr8	123268299	123318576	-	NA	Fanca
ENSMUSG00000042607.15	14.372651498225	1.38639498190366	0.380567005715633	3.64297209448472	0.000269508065818358	0.00208363112031768	chr6	5383385	5433022	+	NA	Asb4
ENSMUSG00000066878.5	10.655058642746	1.21350360644955	0.333237315116439	3.64155978758121	0.000270991172241087	0.00209123187641249	chr17	89908461	89910449	-	NA	Gm10184
ENSMUSG00000028971.4	27.9426567967944	-1.13458042103131	0.311663463668173	-3.64040239968358	0.000272212280190568	0.00209957538103942	chr4	149125033	149126763	-	NA	Cort
ENSMUSG00000042379.8	4.90946031787264	1.79796947868627	0.493985914053196	3.63971811247366	0.00027293666485694	0.00210391613422528	chr13	113209658	113218098	+	NA	Esm1
ENSMUSG00000035004.3	6.52629290424624	1.36770865876823	0.375823124168829	3.63923497733955	0.000273449198154759	0.00210709030250938	chr7	121064066	121074572	-	NA	Igsf6
ENSMUSG00000031489.15	29.0964458411475	-1.09424271805724	0.300786399400515	-3.63793948209803	0.000274827978521278	0.00211693462792468	chr8	27225775	27250616	-	NA	Adrb3
ENSMUSG00000074677.11	1.61394114264406	1.82920249520413	0.502828469642254	3.63782602943216	0.000274949034632804	0.00211708732005737	chr3	15795144	15848528	-	NA	Sirpb1c
ENSMUSG00000026955.13	5.91159227100951	1.51240897436835	0.415829355297013	3.63709044371839	0.000275735131528674	0.00212235878014691	chr2	25372320	25378213	+	NA	Sapcd2
ENSMUSG00000081592.1	1.71326962603955	1.82726574260844	0.502518619550723	3.63621500083342	0.000276673434334925	0.0021272321809729	chr4	32655928	32656088	-	NA	Gm11936
ENSMUSG00000074971.4	17.392750297107	1.30576849034378	0.359249400985217	3.63471306218689	0.00027829019153872	0.00213809065968011	chr2	110360916	110363183	-	NA	Fibin
ENSMUSG00000026979.16	10.8941172602155	1.61319633011196	0.445111220201799	3.62425447145681	0.000289796171754088	0.00221834090040016	chr2	24367579	24414954	+	NA	Psd4
ENSMUSG00000040658.7	18.7619574517547	1.0087189225125	0.278403214369426	3.6232301584492	0.000290946712936992	0.00222554003777271	chr17	46496710	46499624	+	NA	Dnph1
ENSMUSG00000045165.6	21.2528978715771	1.03274536721499	0.285451435638225	3.61793719798932	0.000296960427960207	0.00226571814298862	chr7	127091358	127093986	+	NA	AI467606
ENSMUSG00000104667.1	1.83502332058337	1.81437339584979	0.501672919917155	3.61664607320126	0.000298444929636547	0.00227621400929581	chr5	30092939	30097686	+	NA	Gm4961
ENSMUSG00000032556.11	14.7310386462401	1.06640801066046	0.295265350766887	3.61169371174337	0.000304203727634483	0.00231507007133186	chr9	103424923	103480420	-	NA	Bfsp2
ENSMUSG00000056671.7	17.1985084854863	1.39500908112063	0.386659783636172	3.60784632940585	0.000308749258624406	0.00234454366216855	chr18	41875599	41951242	-	NA	Prelid2
ENSMUSG00000047139.9	16.1132449383467	1.26331032581025	0.350390678189673	3.60543360439057	0.00031163216151292	0.00236214693501982	chr10	43578283	43584265	+	NA	Cd24a
ENSMUSG00000022847.15	27.463279774512	-1.04925930526079	0.291030359600627	-3.60532594159819	0.000311761390552188	0.0023622702755862	chr16	20724453	20734511	-	NA	Thpo
ENSMUSG00000097906.1	16.051666722816	1.20055799318046	0.333111307359855	3.60407457403874	0.00031326710836327	0.00237196054931248	chr13	67810245	67811200	+	NA	Gm9625
ENSMUSG00000027219.13	4.33101925588943	1.78932943397213	0.496668703989335	3.60266193460531	0.000314975057691776	0.00238245261570624	chr2	122426476	122461137	+	NA	Slc28a2
ENSMUSG00000027075.16	2.80014351416167	1.74854232560474	0.485694499737148	3.60008673466764	0.000318111050664201	0.00240428493044468	chr2	84838849	84863594	+	NA	Slc43a1
ENSMUSG00000031734.13	6.71906974030966	1.65741133453226	0.460704106833013	3.59756144985486	0.000321214622123432	0.00242336269569529	chr8	91798524	91802067	-	NA	Irx3
ENSMUSG00000041731.13	25.0791926325472	1.25210000684196	0.348338406397005	3.59449312463962	0.000325023727535815	0.00244504360214262	chr19	24683015	24861855	-	NA	Pgm5
ENSMUSG00000022376.8	25.1823510512032	-1.06416077119103	0.296317494337764	-3.5912856700186	0.0003290507191121	0.0024682344651332	chr15	64697083	64922296	-	NA	Adcy8
ENSMUSG00000043263.13	1.97220712363053	1.8068147570642	0.503216950765626	3.59052840790676	0.000330008258612217	0.002473642549232	chr1	173630916	173647928	+	NA	Ifi209
ENSMUSG00000105842.1	11.2426736896053	1.16911952337819	0.326137613058207	3.58474299365629	0.000337410297495634	0.00252014068951761	chr3	105766965	105770197	-	NA	Gm43329
ENSMUSG00000106178.1	1.7830252484926	1.7987840300869	0.501802572194208	3.58464489773626	0.000337537133426042	0.00252014068951761	chr5	100884132	100886482	+	NA	Gm42987
ENSMUSG00000116655.1	3.57091331101999	1.7334583910795	0.483566602638192	3.58473554960636	0.00033741992092948	0.00252014068951761	chr17	15152158	15173058	+	NA	Gm35455
ENSMUSG00000024043.13	7.22668623988987	1.5243367113263	0.425436956183317	3.58299082665841	0.000339682541140053	0.00253501209349022	chr17	67842712	68004120	-	NA	Arhgap28
ENSMUSG00000024440.13	3.49562992348306	1.72209527079825	0.480848929125102	3.5813644712313	0.000341804433797043	0.00254382780213436	chr18	38267088	38284402	-	NA	Pcdh12
ENSMUSG00000065145.1	4.03152024020533	1.60236383460341	0.448080531294173	3.57606216448496	0.000348808740568725	0.00258766839003681	chr18	36801865	36802008	+	NA	Vaultrc5
ENSMUSG00000109559.1	3.86033479260122	1.74968391443437	0.489992782209584	3.57083609792028	0.000355843523802072	0.00263424977460982	chr7	99694296	99712777	+	NA	Gm34280
ENSMUSG00000085786.1	1.76472302594797	1.78997467937837	0.501555618588976	3.56884583291899	0.000358557327967891	0.00265246176151132	chr6	128951203	128975029	-	NA	Gm15987
ENSMUSG00000064427.1	19.0251595532483	1.47776821640983	0.41412534291874	3.56840807180399	0.000359156823318824	0.00265595708842523	chr12	17546145	17546281	+	NA	Gm22748
ENSMUSG00000044519.8	11.8376635615503	1.15398751850207	0.323599085543761	3.56610253259203	0.000362329659582444	0.0026746912004404	chr14	33967069	33978764	-	NA	Zfp488
ENSMUSG00000074063.10	3.32786927896975	1.71354144025524	0.480587323328727	3.56551527074541	0.000363142015307641	0.00267879681344927	chr8	119434123	119446256	+	NA	Osgin1
ENSMUSG00000102548.1	10.0205645595859	-1.22442471104904	0.343480223702859	-3.56476043321863	0.000364188678826005	0.00268557046554592	chr1	166974022	166999728	-	NA	Gm16701
ENSMUSG00000072812.4	30.4282965165443	1.21456361963281	0.341098326274745	3.56074341641451	0.00036980631343924	0.00272123836486799	chr12	112772193	112802657	-	NA	Ahnak2
ENSMUSG00000062609.14	3.14347459230026	1.77624074258313	0.498940613596975	3.56002436798604	0.000370820382367799	0.00272760158172945	chr16	95257557	95300260	+	NA	Kcnj15
ENSMUSG00000064492.1	2.8950824049486	1.74145185943076	0.489203873743811	3.55976710916794	0.000371183823659742	0.00272849465876843	chr9	32446821	32446928	-	NA	Gm22060
ENSMUSG00000030641.10	4.75163604817609	1.63665475280709	0.460771483531858	3.55198794044713	0.000382332383033025	0.00280060144531337	chr7	92857524	92874247	-	NA	Ddias
ENSMUSG00000027514.14	2.29347913859026	1.77981488037088	0.501330172867623	3.55018504110831	0.000384960464182936	0.00281689229792084	chr2	173206611	173218923	-	NA	Zbp1
ENSMUSG00000039997.16	11.582470853149	1.11787185579151	0.315114563800335	3.54750933219265	0.000388891974152897	0.00284466521701978	chr1	173920406	173942672	-	NA	Ifi203
ENSMUSG00000004885.5	12.7437069701122	1.2691977865452	0.35866737096156	3.53864859003643	0.000402180859330221	0.00292957447271784	chr3	87948665	87953376	+	NA	Crabp2
ENSMUSG00000002249.21	7.72743885390723	1.46461896608626	0.414769590106555	3.5311628456416	0.000413736942896234	0.00300433357180171	chr17	28331670	28350817	-	NA	Tead3
ENSMUSG00000060962.12	10.7664233344054	1.54668338357586	0.438612337783603	3.52631070843006	0.000421392278043111	0.00305144622947215	chr7	30763755	30781063	+	NA	Dmkn
ENSMUSG00000063011.7	9.07674080763169	1.28764724718556	0.365333399250822	3.52458124503836	0.000424152722951471	0.00306824832067939	chr17	25748612	25754378	-	NA	Msln
